fuzzer,run,runtime_min,llm_calls,prompt_tokens,completion_tokens,dedup_hits,cost_usd,prompt_per_24h,compl_per_24h,cost_per_24h,token_source
chatafl_opt,1,58,56,18292,11278,0,0.009511,454146,280006,0.236125,exact
chatafl_opt,2,57,56,18131,11276,0,0.009485,458046,284867,0.239627,exact
