subject,fuzzer,data_type,time,data
exim,aflnet,nodes,0,0.0
exim,aflnet,nodes,1,9.0
exim,aflnet,nodes,61,15.5
exim,aflnet,nodes,121,15.5
exim,aflnet,nodes,181,16.0
exim,aflnet,edges,0,0.0
exim,aflnet,edges,1,16.0
exim,aflnet,edges,61,52.0
exim,aflnet,edges,121,56.5
exim,aflnet,edges,181,64.5
exim,chatafl,nodes,0,0.0
exim,chatafl,nodes,1,15.5
exim,chatafl,nodes,61,17.0
exim,chatafl,nodes,121,18.0
exim,chatafl,nodes,181,18.0
exim,chatafl,edges,0,0.0
exim,chatafl,edges,1,38.5
exim,chatafl,edges,61,73.0
exim,chatafl,edges,121,79.0
exim,chatafl,edges,181,80.0
exim,chatafl_opt,nodes,0,0.0
exim,chatafl_opt,nodes,1,16.5
exim,chatafl_opt,nodes,61,18.0
exim,chatafl_opt,nodes,121,18.0
exim,chatafl_opt,nodes,181,18.5
exim,chatafl_opt,edges,0,0.0
exim,chatafl_opt,edges,1,62.5
exim,chatafl_opt,edges,61,84.0
exim,chatafl_opt,edges,121,89.0
exim,chatafl_opt,edges,181,96.5
