run	container_id	container_name	image	fuzzer	outdir	archive_name
1	0b3c47fb2581405314dd3aa9f5e3950100912e9b5d986f54228761333b7f093d	-	kamailio	chatafl-opt	out-kamailio-chatafl_opt	out-kamailio-chatafl_opt_1.tar.gz
