# unix_time, cycles_done, cur_path, paths_total, pending_total, pending_favs, map_size, unique_crashes, unique_hangs, max_depth, execs_per_sec, n_nodes, n_edges, chat_times, llm_calls, llm_prompt_tok, llm_compl_tok, llm_dedup, hyp_fitness, hyp_success, hyp_failure, mqtt_diff_avg, mqtt_diff_last, mqtt_diff_pos
1777004210, 0, 1, 453, 453, 26, 6.21%, 0, 0, 2, 4.56, 14, 98, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004215, 0, 1, 456, 456, 26, 6.62%, 0, 0, 2, 5.28, 15, 102, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004221, 0, 1, 459, 459, 26, 6.72%, 0, 0, 2, 5.54, 15, 102, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004227, 0, 1, 461, 461, 26, 6.79%, 0, 0, 2, 0.66, 15, 102, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004232, 0, 1, 464, 464, 26, 6.80%, 0, 0, 2, 6.63, 15, 103, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004237, 0, 1, 466, 466, 26, 6.82%, 0, 0, 2, 6.12, 15, 103, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004242, 0, 1, 469, 469, 26, 6.82%, 0, 0, 2, 5.76, 15, 103, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004248, 0, 1, 471, 471, 26, 6.85%, 0, 0, 2, 5.35, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004253, 0, 1, 472, 472, 26, 6.85%, 0, 0, 2, 5.65, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004258, 0, 1, 473, 473, 26, 6.85%, 0, 0, 2, 5.54, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004263, 0, 1, 474, 474, 26, 6.85%, 0, 0, 2, 6.20, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004268, 0, 1, 475, 475, 26, 6.85%, 0, 0, 2, 6.17, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004274, 0, 1, 477, 477, 26, 6.86%, 0, 0, 2, 5.47, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004279, 0, 1, 479, 479, 26, 6.86%, 0, 0, 2, 5.49, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004284, 0, 1, 480, 480, 26, 6.87%, 0, 0, 2, 6.02, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004289, 0, 1, 481, 481, 26, 6.87%, 0, 0, 2, 5.72, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004295, 0, 1, 482, 482, 26, 6.88%, 0, 0, 2, 2.42, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004300, 0, 1, 483, 483, 26, 6.88%, 0, 0, 2, 4.66, 15, 104, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004305, 0, 1, 484, 484, 26, 6.90%, 0, 0, 2, 7.40, 16, 105, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
1777004310, 0, 1, 485, 485, 26, 6.90%, 0, 0, 2, 6.52, 16, 105, 0, 362, 101175, 40977, 0, 0.000, 0, 0, 0.000000, 0.000000, 0, 0, 0, 0, 0, 0, 0, 0
