run	container_id	container_name	image	fuzzer	outdir	archive_name
1	98a731b24020d4ca4eb7b5e7fb348dbe3f9a1680ae50e1887de76eb5c09a0a6f	-	bftpd	chatafl-opt	out-bftpd-chatafl_opt	out-bftpd-chatafl_opt_1.tar.gz
