subject,fuzzer,fuzzer_label,elapsed_min,value,runs
forked-daapd,aflnet,AFLNet,240,17.5,10
forked-daapd,aflnet,AFLNet,300,18.0,10
forked-daapd,aflnet,AFLNet,360,18.3,10
forked-daapd,aflnet,AFLNet,420,18.6,10
forked-daapd,aflnet,AFLNet,480,18.8,10
forked-daapd,aflnet,AFLNet,540,19.0,10
forked-daapd,aflnet,AFLNet,600,19.2,10
forked-daapd,aflnet,AFLNet,660,19.6,10
forked-daapd,aflnet,AFLNet,720,19.6,10
forked-daapd,aflnet,AFLNet,780,19.9,10
forked-daapd,aflnet,AFLNet,840,19.9,10
forked-daapd,aflnet,AFLNet,900,20.4,10
forked-daapd,aflnet,AFLNet,960,20.5,10
forked-daapd,aflnet,AFLNet,1020,20.5,10
forked-daapd,aflnet,AFLNet,1080,20.7,10
forked-daapd,aflnet,AFLNet,1140,20.8,10
forked-daapd,aflnet,AFLNet,1200,20.8,10
forked-daapd,aflnet,AFLNet,1260,20.8,10
forked-daapd,aflnet,AFLNet,1320,20.9,10
forked-daapd,aflnet,AFLNet,1380,21.0,10
forked-daapd,aflnet,AFLNet,1440,21.0,10
forked-daapd,chatafl,ChatAFL,0,8.2,10
forked-daapd,chatafl,ChatAFL,60,11.7,10
forked-daapd,chatafl,ChatAFL,120,14.1,10
forked-daapd,chatafl,ChatAFL,180,15.6,10
forked-daapd,chatafl,ChatAFL,240,16.6,10
forked-daapd,chatafl,ChatAFL,300,17.8,10
forked-daapd,chatafl,ChatAFL,360,18.1,10
forked-daapd,chatafl,ChatAFL,420,18.3,10
forked-daapd,chatafl,ChatAFL,480,18.6,10
forked-daapd,chatafl,ChatAFL,540,18.8,10
forked-daapd,chatafl,ChatAFL,600,19.2,10
forked-daapd,chatafl,ChatAFL,660,19.3,10
forked-daapd,chatafl,ChatAFL,720,19.3,10
forked-daapd,chatafl,ChatAFL,780,19.5,10
forked-daapd,chatafl,ChatAFL,840,19.7,10
forked-daapd,chatafl,ChatAFL,900,19.8,10
forked-daapd,chatafl,ChatAFL,960,20.1,10
forked-daapd,chatafl,ChatAFL,1020,20.1,10
forked-daapd,chatafl,ChatAFL,1080,20.3,10
forked-daapd,chatafl,ChatAFL,1140,20.4,10
forked-daapd,chatafl,ChatAFL,1200,20.5,10
forked-daapd,chatafl,ChatAFL,1260,20.5,10
forked-daapd,chatafl,ChatAFL,1320,20.5,10
forked-daapd,chatafl,ChatAFL,1380,20.5,10
forked-daapd,chatafl,ChatAFL,1440,20.5,10
forked-daapd,chatafl_opt,LoopFuzz,0,7.7,10
forked-daapd,chatafl_opt,LoopFuzz,60,17.9,10
forked-daapd,chatafl_opt,LoopFuzz,120,19.5,10
forked-daapd,chatafl_opt,LoopFuzz,180,20.2,10
forked-daapd,chatafl_opt,LoopFuzz,240,20.7,10
forked-daapd,chatafl_opt,LoopFuzz,300,20.9,10
forked-daapd,chatafl_opt,LoopFuzz,360,21.0,10
forked-daapd,chatafl_opt,LoopFuzz,420,21.1,10
forked-daapd,chatafl_opt,LoopFuzz,480,21.2,10
forked-daapd,chatafl_opt,LoopFuzz,540,21.3,10
forked-daapd,chatafl_opt,LoopFuzz,600,21.4,10
forked-daapd,chatafl_opt,LoopFuzz,660,21.4,10
forked-daapd,chatafl_opt,LoopFuzz,720,21.4,10
forked-daapd,chatafl_opt,LoopFuzz,780,21.6,10
forked-daapd,chatafl_opt,LoopFuzz,840,21.7,10
forked-daapd,chatafl_opt,LoopFuzz,900,21.7,10
forked-daapd,chatafl_opt,LoopFuzz,960,21.8,10
forked-daapd,chatafl_opt,LoopFuzz,1020,21.8,10
forked-daapd,chatafl_opt,LoopFuzz,1080,21.8,10
forked-daapd,chatafl_opt,LoopFuzz,1140,21.8,10
forked-daapd,chatafl_opt,LoopFuzz,1200,21.8,10
forked-daapd,chatafl_opt,LoopFuzz,1260,21.9,10
forked-daapd,chatafl_opt,LoopFuzz,1320,22.1,10
forked-daapd,chatafl_opt,LoopFuzz,1380,22.1,10
forked-daapd,chatafl_opt,LoopFuzz,1440,22.1,10
lighttpd1,aflnet,AFLNet,0,2.8,10
lighttpd1,aflnet,AFLNet,60,7.3,10
lighttpd1,aflnet,AFLNet,120,8.1,10
lighttpd1,aflnet,AFLNet,180,8.9,10
lighttpd1,aflnet,AFLNet,240,9.1,10
lighttpd1,aflnet,AFLNet,300,9.9,10
lighttpd1,aflnet,AFLNet,360,10.7,10
lighttpd1,aflnet,AFLNet,420,10.7,10
lighttpd1,aflnet,AFLNet,480,11.2,10
lighttpd1,aflnet,AFLNet,540,12.2,10
lighttpd1,aflnet,AFLNet,600,12.6,10
lighttpd1,aflnet,AFLNet,660,12.7,10
lighttpd1,aflnet,AFLNet,720,13.2,10
lighttpd1,aflnet,AFLNet,780,13.3,10
lighttpd1,aflnet,AFLNet,840,13.7,10
lighttpd1,aflnet,AFLNet,900,14.2,10
lighttpd1,aflnet,AFLNet,960,14.2,10
lighttpd1,aflnet,AFLNet,1020,14.5,10
lighttpd1,aflnet,AFLNet,1080,14.5,10
lighttpd1,aflnet,AFLNet,1140,14.7,10
lighttpd1,aflnet,AFLNet,1200,14.7,10
lighttpd1,aflnet,AFLNet,1260,14.7,10
lighttpd1,aflnet,AFLNet,1320,14.9,10
lighttpd1,aflnet,AFLNet,1380,14.9,10
lighttpd1,aflnet,AFLNet,1440,14.9,10
lighttpd1,chatafl,ChatAFL,0,9.0,10
lighttpd1,chatafl,ChatAFL,60,19.6,10
lighttpd1,chatafl,ChatAFL,120,23.5,10
lighttpd1,chatafl,ChatAFL,180,24.4,10
lighttpd1,chatafl,ChatAFL,240,25.0,10
lighttpd1,chatafl,ChatAFL,300,25.7,10
lighttpd1,chatafl,ChatAFL,360,26.0,10
lighttpd1,chatafl,ChatAFL,420,26.5,10
lighttpd1,chatafl,ChatAFL,480,26.9,10
lighttpd1,chatafl,ChatAFL,540,27.3,10
lighttpd1,chatafl,ChatAFL,600,27.9,10
lighttpd1,chatafl,ChatAFL,660,28.3,10
lighttpd1,chatafl,ChatAFL,720,28.4,10
lighttpd1,chatafl,ChatAFL,780,28.7,10
lighttpd1,chatafl,ChatAFL,840,28.9,10
lighttpd1,chatafl,ChatAFL,900,29.0,10
lighttpd1,chatafl,ChatAFL,960,29.1,10
lighttpd1,chatafl,ChatAFL,1020,29.3,10
lighttpd1,chatafl,ChatAFL,1080,29.5,10
lighttpd1,chatafl,ChatAFL,1140,29.5,10
lighttpd1,chatafl,ChatAFL,1200,29.5,10
lighttpd1,chatafl,ChatAFL,1260,29.5,10
lighttpd1,chatafl,ChatAFL,1320,29.6,10
lighttpd1,chatafl,ChatAFL,1380,29.7,10
lighttpd1,chatafl,ChatAFL,1440,29.7,10
lighttpd1,chatafl_opt,LoopFuzz,0,7.9,10
lighttpd1,chatafl_opt,LoopFuzz,60,22.1,10
lighttpd1,chatafl_opt,LoopFuzz,120,24.2,10
lighttpd1,chatafl_opt,LoopFuzz,180,25.6,10
lighttpd1,chatafl_opt,LoopFuzz,240,26.4,10
lighttpd1,chatafl_opt,LoopFuzz,300,27.5,10
lighttpd1,chatafl_opt,LoopFuzz,360,28.0,10
lighttpd1,chatafl_opt,LoopFuzz,420,28.6,10
lighttpd1,chatafl_opt,LoopFuzz,480,29.1,10
lighttpd1,chatafl_opt,LoopFuzz,540,29.5,10
lighttpd1,chatafl_opt,LoopFuzz,600,30.1,10
lighttpd1,chatafl_opt,LoopFuzz,660,30.4,10
lighttpd1,chatafl_opt,LoopFuzz,720,30.9,10
lighttpd1,chatafl_opt,LoopFuzz,780,31.4,10
lighttpd1,chatafl_opt,LoopFuzz,840,31.6,10
lighttpd1,chatafl_opt,LoopFuzz,900,31.8,10
lighttpd1,chatafl_opt,LoopFuzz,960,31.8,10
lighttpd1,chatafl_opt,LoopFuzz,1020,31.9,10
lighttpd1,chatafl_opt,LoopFuzz,1080,32.1,10
lighttpd1,chatafl_opt,LoopFuzz,1140,32.2,10
lighttpd1,chatafl_opt,LoopFuzz,1200,32.3,10
lighttpd1,chatafl_opt,LoopFuzz,1260,32.3,10
lighttpd1,chatafl_opt,LoopFuzz,1320,32.3,10
lighttpd1,chatafl_opt,LoopFuzz,1380,32.3,10
lighttpd1,chatafl_opt,LoopFuzz,1440,32.5,10
