subject,fuzzer,run,source,runtime_min,elapsed_min,l_abs,b_abs,nodes,edges,start_time,last_update,status,invalid_reason,exit_code,diagnostics_dir
live555,chatafl_opt,1,out-live555-chatafl_opt_1.tar.gz,1469,1469,6152,3102,14,146,1780369631,1780457796,completed,completed,0,
