run	container_id	container_name	image	fuzzer	outdir	archive_name
1	2847ac713bcc33864b536c7a8ffd2e07bb73f19d745d2745b6ab7d88e69bdac5	-	proftpd	chatafl-opt	out-proftpd-chatafl_opt	out-proftpd-chatafl_opt_1.tar.gz
