subject,fuzzer,data_type,time,data
exim,aflnet,nodes,0,0.0
exim,aflnet,nodes,1,9.0
exim,aflnet,nodes,61,15.0
exim,aflnet,edges,0,0.0
exim,aflnet,edges,1,15.0
exim,aflnet,edges,61,47.0
exim,chatafl,nodes,0,0.0
exim,chatafl,nodes,1,16.5
exim,chatafl,nodes,61,18.0
exim,chatafl,edges,0,0.0
exim,chatafl,edges,1,41.5
exim,chatafl,edges,61,73.5
exim,chatafl_opt,nodes,0,0.0
exim,chatafl_opt,nodes,1,17.0
exim,chatafl_opt,nodes,61,18.0
exim,chatafl_opt,edges,0,0.0
exim,chatafl_opt,edges,1,54.5
exim,chatafl_opt,edges,61,67.5
