subject,fuzzer,run,source,runtime_min,elapsed_min,l_abs,b_abs,nodes,edges,start_time,last_update,status,invalid_reason,diagnostics_dir
mosquitto-v2.0.18,chatafl_opt,1,out-mosquitto-v2.0.18-chatafl_opt_1.tar.gz,39,39,4173,2526,16,118,1777078127,1777080498,completed,completed,
