run	container_id	container_name	image	fuzzer	outdir	archive_name
1	fbb8ee783eaf37baf37edca14af7134c83fbbfaa8eef912263ccdf64fcdbe50c	-	lighttpd1	chatafl-opt	out-lighttpd1-chatafl_opt	out-lighttpd1-chatafl_opt_1.tar.gz
