run	container_id	container_name	image	fuzzer	outdir	archive_name
1	814132350d3bc5938c23765d7a799adcbd8b33a164d3c94ba936218c15c46f54	-	proftpd	chatafl-opt	out-proftpd-chatafl_opt	out-proftpd-chatafl_opt_1.tar.gz
