run	container_id	container_name	image	fuzzer	outdir	archive_name
1	c5af9d455e9adeec92723ee637cb0588e2439637268e807880182fe89dd86109	-	pure-ftpd	chatafl-opt	out-pure-ftpd-chatafl_opt	out-pure-ftpd-chatafl_opt_1.tar.gz
