subject,fuzzer,data_type,time,data
exim,aflnet,nodes,0,0.0
exim,aflnet,nodes,1,9.0
exim,aflnet,nodes,61,14.2
exim,aflnet,nodes,121,15.4
exim,aflnet,nodes,181,15.6
exim,aflnet,nodes,241,15.6
exim,aflnet,nodes,301,16.4
exim,aflnet,nodes,361,17.0
exim,aflnet,nodes,421,17.2
exim,aflnet,nodes,481,17.2
exim,aflnet,nodes,541,17.2
exim,aflnet,nodes,601,17.2
exim,aflnet,nodes,661,17.2
exim,aflnet,nodes,721,17.2
exim,aflnet,nodes,781,17.2
exim,aflnet,nodes,841,17.2
exim,aflnet,nodes,901,17.4
exim,aflnet,nodes,961,17.6
exim,aflnet,nodes,1021,17.6
exim,aflnet,nodes,1081,17.6
exim,aflnet,nodes,1141,17.6
exim,aflnet,nodes,1201,17.6
exim,aflnet,nodes,1261,17.6
exim,aflnet,nodes,1321,17.6
exim,aflnet,nodes,1381,17.6
exim,aflnet,nodes,1441,17.6
exim,aflnet,edges,0,0.0
exim,aflnet,edges,1,15.2
exim,aflnet,edges,61,40.6
exim,aflnet,edges,121,58.4
exim,aflnet,edges,181,59.2
exim,aflnet,edges,241,63.6
exim,aflnet,edges,301,70.0
exim,aflnet,edges,361,74.4
exim,aflnet,edges,421,76.6
exim,aflnet,edges,481,77.8
exim,aflnet,edges,541,78.8
exim,aflnet,edges,601,79.2
exim,aflnet,edges,661,80.0
exim,aflnet,edges,721,80.2
exim,aflnet,edges,781,81.6
exim,aflnet,edges,841,82.8
exim,aflnet,edges,901,83.0
exim,aflnet,edges,961,84.0
exim,aflnet,edges,1021,84.4
exim,aflnet,edges,1081,84.8
exim,aflnet,edges,1141,84.8
exim,aflnet,edges,1201,86.0
exim,aflnet,edges,1261,86.0
exim,aflnet,edges,1321,86.0
exim,aflnet,edges,1381,86.2
exim,aflnet,edges,1441,86.6
exim,chatafl,nodes,0,0.0
exim,chatafl,nodes,1,15.0
exim,chatafl,nodes,61,16.6
exim,chatafl,nodes,121,17.4
exim,chatafl,nodes,181,17.4
exim,chatafl,nodes,241,17.6
exim,chatafl,nodes,301,17.6
exim,chatafl,nodes,361,18.0
exim,chatafl,nodes,421,18.0
exim,chatafl,nodes,481,18.0
exim,chatafl,nodes,541,18.0
exim,chatafl,nodes,601,18.0
exim,chatafl,nodes,661,18.0
exim,chatafl,nodes,721,18.2
exim,chatafl,nodes,781,18.2
exim,chatafl,nodes,841,18.2
exim,chatafl,nodes,901,18.2
exim,chatafl,nodes,961,18.2
exim,chatafl,nodes,1021,18.2
exim,chatafl,nodes,1081,18.2
exim,chatafl,nodes,1141,18.2
exim,chatafl,nodes,1201,18.2
exim,chatafl,nodes,1261,18.2
exim,chatafl,nodes,1321,18.2
exim,chatafl,nodes,1381,18.4
exim,chatafl,nodes,1441,18.4
exim,chatafl,edges,0,0.0
exim,chatafl,edges,1,37.0
exim,chatafl,edges,61,68.8
exim,chatafl,edges,121,76.8
exim,chatafl,edges,181,79.2
exim,chatafl,edges,241,81.6
exim,chatafl,edges,301,83.8
exim,chatafl,edges,361,87.8
exim,chatafl,edges,421,88.8
exim,chatafl,edges,481,91.4
exim,chatafl,edges,541,93.6
exim,chatafl,edges,601,97.0
exim,chatafl,edges,661,98.4
exim,chatafl,edges,721,99.8
exim,chatafl,edges,781,100.2
exim,chatafl,edges,841,101.0
exim,chatafl,edges,901,101.2
exim,chatafl,edges,961,102.0
exim,chatafl,edges,1021,102.4
exim,chatafl,edges,1081,103.0
exim,chatafl,edges,1141,103.0
exim,chatafl,edges,1201,103.2
exim,chatafl,edges,1261,104.6
exim,chatafl,edges,1321,105.0
exim,chatafl,edges,1381,106.2
exim,chatafl,edges,1441,106.4
exim,chatafl_opt,nodes,0,0.0
exim,chatafl_opt,nodes,1,10.6
exim,chatafl_opt,nodes,61,15.8
exim,chatafl_opt,nodes,121,16.4
exim,chatafl_opt,nodes,181,16.4
exim,chatafl_opt,nodes,241,16.6
exim,chatafl_opt,nodes,301,16.6
exim,chatafl_opt,nodes,361,16.6
exim,chatafl_opt,nodes,421,17.2
exim,chatafl_opt,nodes,481,17.2
exim,chatafl_opt,nodes,541,17.4
exim,chatafl_opt,nodes,601,17.4
exim,chatafl_opt,nodes,661,17.4
exim,chatafl_opt,nodes,721,17.4
exim,chatafl_opt,nodes,781,17.4
exim,chatafl_opt,nodes,841,17.4
exim,chatafl_opt,nodes,901,17.4
exim,chatafl_opt,nodes,961,17.4
exim,chatafl_opt,nodes,1021,17.4
exim,chatafl_opt,nodes,1081,17.6
exim,chatafl_opt,nodes,1141,17.6
exim,chatafl_opt,nodes,1201,17.6
exim,chatafl_opt,nodes,1261,17.6
exim,chatafl_opt,nodes,1321,17.6
exim,chatafl_opt,nodes,1381,17.6
exim,chatafl_opt,nodes,1441,17.6
exim,chatafl_opt,edges,0,0.0
exim,chatafl_opt,edges,1,21.0
exim,chatafl_opt,edges,61,52.0
exim,chatafl_opt,edges,121,62.8
exim,chatafl_opt,edges,181,65.6
exim,chatafl_opt,edges,241,71.8
exim,chatafl_opt,edges,301,74.2
exim,chatafl_opt,edges,361,77.0
exim,chatafl_opt,edges,421,79.6
exim,chatafl_opt,edges,481,80.4
exim,chatafl_opt,edges,541,81.6
exim,chatafl_opt,edges,601,82.0
exim,chatafl_opt,edges,661,82.2
exim,chatafl_opt,edges,721,82.8
exim,chatafl_opt,edges,781,83.6
exim,chatafl_opt,edges,841,83.6
exim,chatafl_opt,edges,901,84.8
exim,chatafl_opt,edges,961,85.6
exim,chatafl_opt,edges,1021,86.0
exim,chatafl_opt,edges,1081,87.2
exim,chatafl_opt,edges,1141,87.2
exim,chatafl_opt,edges,1201,87.2
exim,chatafl_opt,edges,1261,87.4
exim,chatafl_opt,edges,1321,87.4
exim,chatafl_opt,edges,1381,88.0
exim,chatafl_opt,edges,1441,88.0
