subject,fuzzer,data_type,time,data
pure-ftpd,aflnet,nodes,0,0.0
pure-ftpd,aflnet,nodes,1,7.0
pure-ftpd,aflnet,nodes,61,23.0
pure-ftpd,aflnet,edges,0,0.0
pure-ftpd,aflnet,edges,1,10.0
pure-ftpd,aflnet,edges,61,147.0
pure-ftpd,chatafl,nodes,0,0.0
pure-ftpd,chatafl,nodes,1,18.0
pure-ftpd,chatafl,nodes,61,24.0
pure-ftpd,chatafl,edges,0,0.0
pure-ftpd,chatafl,edges,1,44.0
pure-ftpd,chatafl,edges,61,149.0
pure-ftpd,chatafl_opt,nodes,0,0.0
pure-ftpd,chatafl_opt,nodes,1,23.0
pure-ftpd,chatafl_opt,nodes,61,28.0
pure-ftpd,chatafl_opt,edges,0,0.0
pure-ftpd,chatafl_opt,edges,1,125.0
pure-ftpd,chatafl_opt,edges,61,235.0
