run	container_id	container_name	image	fuzzer	outdir	archive_name
1	3ca345a399548f8359b7762a6beb2bae04a8dc7897cab60975c0c63eb6b1e751	-	kamailio	chatafl-opt	out-kamailio-chatafl_opt	out-kamailio-chatafl_opt_1.tar.gz
