subject,fuzzer,data_type,time,data
exim,aflnet,nodes,0,0.0
exim,aflnet,nodes,1,9.0
exim,aflnet,nodes,61,15.2
exim,aflnet,nodes,121,15.8
exim,aflnet,nodes,181,15.8
exim,aflnet,edges,0,0.0
exim,aflnet,edges,1,15.4
exim,aflnet,edges,61,49.6
exim,aflnet,edges,121,59.4
exim,aflnet,edges,181,60.2
exim,chatafl,nodes,0,0.0
exim,chatafl,nodes,1,15.333333333333334
exim,chatafl,nodes,61,17.333333333333332
exim,chatafl,nodes,121,17.333333333333332
exim,chatafl,nodes,181,17.666666666666668
exim,chatafl,edges,0,0.0
exim,chatafl,edges,1,39.666666666666664
exim,chatafl,edges,61,69.0
exim,chatafl,edges,121,71.33333333333333
exim,chatafl,edges,181,72.66666666666667
exim,chatafl_opt,nodes,0,0.0
exim,chatafl_opt,nodes,1,17.2
exim,chatafl_opt,nodes,61,18.0
exim,chatafl_opt,nodes,121,18.0
exim,chatafl_opt,nodes,181,18.0
exim,chatafl_opt,edges,0,0.0
exim,chatafl_opt,edges,1,69.8
exim,chatafl_opt,edges,61,91.6
exim,chatafl_opt,edges,121,102.6
exim,chatafl_opt,edges,181,102.6
