run	container_id	container_name	image	fuzzer	outdir	archive_name
1	3f1eaf2a39da68006202609d50bf4b0ccbc9066baec1b6438fb071cc7f98fce9	-	bftpd	chatafl-opt	out-bftpd-chatafl_opt	out-bftpd-chatafl_opt_1.tar.gz
