run	container_id	container_name	image	fuzzer	outdir	archive_name
1	589b6ccfa6d000658d29b682c7347bf64006a56118055cf15f1948411166425c	-	bftpd	chatafl-opt	out-bftpd-chatafl_opt	out-bftpd-chatafl_opt_1.tar.gz
