run	container_id	container_name	image	fuzzer	outdir	archive_name
1	a1021a49f0a4f9aeca0c5c2a126fe3eee98a23584c2dd5e050c6dcf75e496950	chatafl-mqtt-mosquitto-v2.0.18-chatafl-opt-ablatio-08cffa1fadec-broker-1	mosquitto-v2.0.18	chatafl-opt	out-mosquitto-v2.0.18-chatafl_opt	out-mosquitto-v2.0.18-chatafl_opt_1.tar.gz
