run	container_id	container_name	image	fuzzer	outdir	archive_name
1	0a819127a4a392ff1cc92f0cc099b83529c07936ed62ed59b9898944bf95c722	-	exim	chatafl-opt	out-exim-chatafl_opt	out-exim-chatafl_opt_1.tar.gz
