subject,fuzzer,run,source,runtime_min,elapsed_min,l_abs,b_abs,nodes,edges,start_time,last_update,status,invalid_reason,exit_code,diagnostics_dir
kamailio,chatafl_opt,1,out-kamailio-chatafl_opt_1.tar.gz,1475,1475,17041,10557,15,131,1780241045,1780329572,completed,completed,0,
kamailio,chatafl_opt,2,out-kamailio-chatafl_opt_2.tar.gz,1475,1475,16843,10261,18,134,1780248667,1780337170,completed,,,
kamailio,chatafl_opt,3,out-kamailio-chatafl_opt_3.tar.gz,1476,1476,16983,10303,15,137,1780249461,1780338051,completed,,,
kamailio,chatafl_opt,4,out-kamailio-chatafl_opt_4.tar.gz,1476,1476,16829,10252,15,138,1780249772,1780338366,completed,,,
kamailio,chatafl_opt,5,out-kamailio-chatafl_opt_5.tar.gz,1475,1475,17261,10426,17,128,1780251351,1780339892,completed,,,
kamailio,chatafl_opt,6,out-kamailio-chatafl_opt_6.tar.gz,1475,1475,16997,10468,15,115,1780342440,1780430996,completed,,,
kamailio,chatafl_opt,7,out-kamailio-chatafl_opt_7.tar.gz,1476,1476,17032,10482,15,118,1780343829,1780432405,completed,,,
kamailio,chatafl_opt,8,out-kamailio-chatafl_opt_8.tar.gz,1446,1446,17357,10669,16,137,1780474231,1780561024,completed,,,
kamailio,chatafl_opt,9,out-kamailio-chatafl_opt_9.tar.gz,1466,1466,16660,10274,15,112,1780475785,1780563790,completed,,,
kamailio,chatafl_opt,10,out-kamailio-chatafl_opt_10.tar.gz,1467,1467,16736,10335,15,126,1780494081,1780582109,completed,,,
