run	container_id	container_name	image	fuzzer	outdir	archive_name
1	b52db13bdb80156230c9762dc12228c28695a05280599db26015808608aaeea5	-	kamailio	chatafl-opt	out-kamailio-chatafl_opt	out-kamailio-chatafl_opt_1.tar.gz
