subject,fuzzer,fuzzer_label,elapsed_min,value,runs
kamailio,chatafl_opt,LoopFuzz,1020,10275.6,10
kamailio,chatafl_opt,LoopFuzz,1080,10310.6,10
kamailio,chatafl_opt,LoopFuzz,1140,10325.2,10
kamailio,chatafl_opt,LoopFuzz,1200,10341.4,10
kamailio,chatafl_opt,LoopFuzz,1260,10353.5,10
kamailio,chatafl_opt,LoopFuzz,1320,10367.2,10
kamailio,chatafl_opt,LoopFuzz,1380,10377.8,10
kamailio,chatafl_opt,LoopFuzz,1440,10393.7,10
forked-daapd,aflnet,AFLNet,0,1929.8,10
forked-daapd,aflnet,AFLNet,60,1981.6,10
forked-daapd,aflnet,AFLNet,120,2044.4,10
forked-daapd,aflnet,AFLNet,180,2101.9,10
forked-daapd,aflnet,AFLNet,240,2114.6,10
forked-daapd,aflnet,AFLNet,300,2135.4,10
forked-daapd,aflnet,AFLNet,360,2155.1,10
forked-daapd,aflnet,AFLNet,420,2176.4,10
forked-daapd,aflnet,AFLNet,480,2190.5,10
forked-daapd,aflnet,AFLNet,540,2197.1,10
forked-daapd,aflnet,AFLNet,600,2201.5,10
forked-daapd,aflnet,AFLNet,660,2211.1,10
forked-daapd,aflnet,AFLNet,720,2217.3,10
forked-daapd,aflnet,AFLNet,780,2230.7,10
forked-daapd,aflnet,AFLNet,840,2236.0,10
forked-daapd,aflnet,AFLNet,900,2240.2,10
forked-daapd,aflnet,AFLNet,960,2245.8,10
forked-daapd,aflnet,AFLNet,1020,2255.3,10
forked-daapd,aflnet,AFLNet,1080,2272.3,10
forked-daapd,aflnet,AFLNet,1140,2283.3,10
forked-daapd,aflnet,AFLNet,1200,2283.3,10
forked-daapd,aflnet,AFLNet,1260,2283.3,10
forked-daapd,aflnet,AFLNet,1320,2289.8,10
forked-daapd,aflnet,AFLNet,1380,2295.4,10
forked-daapd,aflnet,AFLNet,1440,2299.5,10
forked-daapd,chatafl,ChatAFL,0,1927.3,10
forked-daapd,chatafl,ChatAFL,60,1973.1,10
forked-daapd,chatafl,ChatAFL,120,1973.1,10
forked-daapd,chatafl,ChatAFL,180,2011.2,10
forked-daapd,chatafl,ChatAFL,240,2063.9,10
forked-daapd,chatafl,ChatAFL,300,2111.2,10
forked-daapd,chatafl,ChatAFL,360,2111.2,10
forked-daapd,chatafl,ChatAFL,420,2111.2,10
forked-daapd,chatafl,ChatAFL,480,2111.2,10
forked-daapd,chatafl,ChatAFL,540,2142.5,10
forked-daapd,chatafl,ChatAFL,600,2153.3,10
forked-daapd,chatafl,ChatAFL,660,2153.3,10
forked-daapd,chatafl,ChatAFL,720,2163.5,10
forked-daapd,chatafl,ChatAFL,780,2192.8,10
forked-daapd,chatafl,ChatAFL,840,2205.1,10
forked-daapd,chatafl,ChatAFL,900,2221.8,10
forked-daapd,chatafl,ChatAFL,960,2221.8,10
forked-daapd,chatafl,ChatAFL,1020,2221.8,10
forked-daapd,chatafl,ChatAFL,1080,2234.3,10
forked-daapd,chatafl,ChatAFL,1140,2234.3,10
forked-daapd,chatafl,ChatAFL,1200,2234.3,10
forked-daapd,chatafl,ChatAFL,1260,2247.3,10
forked-daapd,chatafl,ChatAFL,1320,2247.3,10
forked-daapd,chatafl,ChatAFL,1380,2247.3,10
forked-daapd,chatafl,ChatAFL,1440,2274.7,10
forked-daapd,chatafl_opt,LoopFuzz,0,1928.1,10
forked-daapd,chatafl_opt,LoopFuzz,60,2072.5,10
forked-daapd,chatafl_opt,LoopFuzz,120,2128.1,10
forked-daapd,chatafl_opt,LoopFuzz,180,2128.1,10
forked-daapd,chatafl_opt,LoopFuzz,240,2128.1,10
forked-daapd,chatafl_opt,LoopFuzz,300,2128.1,10
forked-daapd,chatafl_opt,LoopFuzz,360,2151.9,10
forked-daapd,chatafl_opt,LoopFuzz,420,2151.9,10
forked-daapd,chatafl_opt,LoopFuzz,480,2151.9,10
forked-daapd,chatafl_opt,LoopFuzz,540,2151.9,10
forked-daapd,chatafl_opt,LoopFuzz,600,2151.9,10
forked-daapd,chatafl_opt,LoopFuzz,660,2151.9,10
forked-daapd,chatafl_opt,LoopFuzz,720,2151.9,10
forked-daapd,chatafl_opt,LoopFuzz,780,2159.7,10
forked-daapd,chatafl_opt,LoopFuzz,840,2159.7,10
forked-daapd,chatafl_opt,LoopFuzz,900,2159.7,10
forked-daapd,chatafl_opt,LoopFuzz,960,2159.7,10
forked-daapd,chatafl_opt,LoopFuzz,1020,2159.7,10
forked-daapd,chatafl_opt,LoopFuzz,1080,2168.6,10
forked-daapd,chatafl_opt,LoopFuzz,1140,2168.6,10
forked-daapd,chatafl_opt,LoopFuzz,1200,2168.6,10
forked-daapd,chatafl_opt,LoopFuzz,1260,2168.6,10
forked-daapd,chatafl_opt,LoopFuzz,1320,2168.6,10
forked-daapd,chatafl_opt,LoopFuzz,1380,2168.6,10
forked-daapd,chatafl_opt,LoopFuzz,1440,2168.6,10
lighttpd1,aflnet,AFLNet,0,1271.0,10
lighttpd1,aflnet,AFLNet,60,1754.8,10
lighttpd1,aflnet,AFLNet,120,1783.2,10
lighttpd1,aflnet,AFLNet,180,1805.7,10
lighttpd1,aflnet,AFLNet,240,1821.0,10
lighttpd1,aflnet,AFLNet,300,1827.5,10
lighttpd1,aflnet,AFLNet,360,1841.9,10
lighttpd1,aflnet,AFLNet,420,1850.0,10
lighttpd1,aflnet,AFLNet,480,1862.0,10
lighttpd1,aflnet,AFLNet,540,1864.7,10
lighttpd1,aflnet,AFLNet,600,1870.5,10
lighttpd1,aflnet,AFLNet,660,1879.8,10
lighttpd1,aflnet,AFLNet,720,1887.1,10
lighttpd1,aflnet,AFLNet,780,1889.5,10
lighttpd1,aflnet,AFLNet,840,1890.8,10
lighttpd1,aflnet,AFLNet,900,1893.9,10
lighttpd1,aflnet,AFLNet,960,1900.2,10
lighttpd1,aflnet,AFLNet,1020,1904.2,10
lighttpd1,aflnet,AFLNet,1080,1906.0,10
lighttpd1,aflnet,AFLNet,1140,1910.3,10
lighttpd1,aflnet,AFLNet,1200,1914.4,10
lighttpd1,aflnet,AFLNet,1260,1918.8,10
lighttpd1,aflnet,AFLNet,1320,1919.0,10
lighttpd1,aflnet,AFLNet,1380,1921.0,10
lighttpd1,aflnet,AFLNet,1440,1923.6,10
lighttpd1,chatafl,ChatAFL,0,1232.4,10
lighttpd1,chatafl,ChatAFL,60,1790.7,10
lighttpd1,chatafl,ChatAFL,120,1833.4,10
lighttpd1,chatafl,ChatAFL,180,1861.0,10
lighttpd1,chatafl,ChatAFL,240,1881.7,10
lighttpd1,chatafl,ChatAFL,300,1892.8,10
lighttpd1,chatafl,ChatAFL,360,1906.3,10
lighttpd1,chatafl,ChatAFL,420,1909.0,10
lighttpd1,chatafl,ChatAFL,480,1915.6,10
lighttpd1,chatafl,ChatAFL,540,1925.9,10
lighttpd1,chatafl,ChatAFL,600,1934.3,10
lighttpd1,chatafl,ChatAFL,660,1936.6,10
lighttpd1,chatafl,ChatAFL,720,1937.7,10
lighttpd1,chatafl,ChatAFL,780,1942.7,10
lighttpd1,chatafl,ChatAFL,840,1950.5,10
lighttpd1,chatafl,ChatAFL,900,1958.3,10
lighttpd1,chatafl,ChatAFL,960,1959.4,10
lighttpd1,chatafl,ChatAFL,1020,1960.4,10
lighttpd1,chatafl,ChatAFL,1080,1963.6,10
lighttpd1,chatafl,ChatAFL,1140,1969.6,10
lighttpd1,chatafl,ChatAFL,1200,1970.7,10
lighttpd1,chatafl,ChatAFL,1260,1972.9,10
lighttpd1,chatafl,ChatAFL,1320,1973.6,10
lighttpd1,chatafl,ChatAFL,1380,1973.6,10
lighttpd1,chatafl,ChatAFL,1440,1981.3,10
lighttpd1,chatafl_opt,LoopFuzz,0,1370.1,10
lighttpd1,chatafl_opt,LoopFuzz,60,1955.8,10
lighttpd1,chatafl_opt,LoopFuzz,120,2001.5,10
lighttpd1,chatafl_opt,LoopFuzz,180,2020.4,10
lighttpd1,chatafl_opt,LoopFuzz,240,2028.3,10
lighttpd1,chatafl_opt,LoopFuzz,300,2047.2,10
lighttpd1,chatafl_opt,LoopFuzz,360,2055.7,10
lighttpd1,chatafl_opt,LoopFuzz,420,2069.4,10
lighttpd1,chatafl_opt,LoopFuzz,480,2077.2,10
lighttpd1,chatafl_opt,LoopFuzz,540,2082.5,10
lighttpd1,chatafl_opt,LoopFuzz,600,2094.5,10
lighttpd1,chatafl_opt,LoopFuzz,660,2100.7,10
lighttpd1,chatafl_opt,LoopFuzz,720,2109.3,10
lighttpd1,chatafl_opt,LoopFuzz,780,2109.3,10
lighttpd1,chatafl_opt,LoopFuzz,840,2114.0,10
lighttpd1,chatafl_opt,LoopFuzz,900,2116.4,10
lighttpd1,chatafl_opt,LoopFuzz,960,2122.7,10
lighttpd1,chatafl_opt,LoopFuzz,1020,2122.7,10
lighttpd1,chatafl_opt,LoopFuzz,1080,2122.9,10
lighttpd1,chatafl_opt,LoopFuzz,1140,2123.6,10
lighttpd1,chatafl_opt,LoopFuzz,1200,2126.7,10
lighttpd1,chatafl_opt,LoopFuzz,1260,2130.8,10
lighttpd1,chatafl_opt,LoopFuzz,1320,2131.4,10
lighttpd1,chatafl_opt,LoopFuzz,1380,2132.2,10
lighttpd1,chatafl_opt,LoopFuzz,1440,2144.9,10
