run	container_id	container_name	image	fuzzer	outdir	archive_name
1	a146cef0d3f1f989334e4d110f057295d406733f9e10b5f8bc494b040ed90f1d	-	kamailio	chatafl-opt	out-kamailio-chatafl_opt	out-kamailio-chatafl_opt_1.tar.gz
