run	container_id	container_name	image	fuzzer	outdir	archive_name
1	6d061b58a5d267747bb12342a21ea8bec1c7e5bcf2ac18a1d2e80ffc062c4e13	chatafl-mqtt-mosquitto-v2.0.18-chatafl-opt-ablatio-c337a0be1133-broker-1	mosquitto-v2.0.18	chatafl-opt	out-mosquitto-v2.0.18-chatafl_opt	out-mosquitto-v2.0.18-chatafl_opt_1.tar.gz
