subject,fuzzer,data_type,time,data
pure-ftpd,aflnet,nodes,0,0.0
pure-ftpd,aflnet,nodes,1,7.5
pure-ftpd,aflnet,nodes,61,23.0
pure-ftpd,aflnet,edges,0,0.0
pure-ftpd,aflnet,edges,1,11.5
pure-ftpd,aflnet,edges,61,128.5
pure-ftpd,chatafl,nodes,0,0.0
pure-ftpd,chatafl,nodes,1,18.0
pure-ftpd,chatafl,nodes,61,26.0
pure-ftpd,chatafl,edges,0,0.0
pure-ftpd,chatafl,edges,1,67.0
pure-ftpd,chatafl,edges,61,179.0
pure-ftpd,chatafl_opt,nodes,0,0.0
pure-ftpd,chatafl_opt,nodes,1,23.0
pure-ftpd,chatafl_opt,nodes,61,27.5
pure-ftpd,chatafl_opt,edges,0,0.0
pure-ftpd,chatafl_opt,edges,1,128.5
pure-ftpd,chatafl_opt,edges,61,223.5
