run	container_id	container_name	image	fuzzer	outdir	archive_name
1	53e2b9f4d27ad163c420ff1d45ad9c02980b1aae934fe40a59353fe03be3ded9	-	bftpd	chatafl-opt	out-bftpd-chatafl_opt	out-bftpd-chatafl_opt_1.tar.gz
