fuzzer,run,runtime_min,llm_calls,prompt_tokens,completion_tokens,dedup_hits,cost_usd,prompt_per_24h,compl_per_24h,cost_per_24h,token_source
chatafl,1,1465,57,43333,71760,0,0.049556,42594,70535,0.048710,exact
chatafl,3,1462,61,46285,78707,0,0.054167,45589,77523,0.053352,exact
chatafl_opt,1,1475,69,94252,73526,0,0.058253,92016,71781,0.056871,exact
chatafl_opt,2,1476,84,123583,66306,0,0.058321,120569,64689,0.056899,exact
chatafl_opt,3,1476,87,134855,73197,0,0.064146,131566,71412,0.062582,exact
