subject,fuzzer,data_type,time,data
pure-ftpd,aflnet,nodes,0,0.0
pure-ftpd,aflnet,nodes,1,7.5
pure-ftpd,aflnet,nodes,61,19.0
pure-ftpd,aflnet,nodes,121,20.5
pure-ftpd,aflnet,nodes,181,23.0
pure-ftpd,aflnet,edges,0,0.0
pure-ftpd,aflnet,edges,1,12.0
pure-ftpd,aflnet,edges,61,96.5
pure-ftpd,aflnet,edges,121,105.5
pure-ftpd,aflnet,edges,181,114.5
pure-ftpd,chatafl,nodes,0,0.0
pure-ftpd,chatafl,nodes,1,16.0
pure-ftpd,chatafl,nodes,61,25.5
pure-ftpd,chatafl,nodes,121,26.0
pure-ftpd,chatafl,nodes,181,26.0
pure-ftpd,chatafl,edges,0,0.0
pure-ftpd,chatafl,edges,1,41.5
pure-ftpd,chatafl,edges,61,159.0
pure-ftpd,chatafl,edges,121,174.5
pure-ftpd,chatafl,edges,181,182.5
pure-ftpd,chatafl_opt,nodes,0,0.0
pure-ftpd,chatafl_opt,nodes,1,21.0
pure-ftpd,chatafl_opt,nodes,61,28.5
pure-ftpd,chatafl_opt,nodes,121,29.0
pure-ftpd,chatafl_opt,nodes,181,29.0
pure-ftpd,chatafl_opt,edges,0,0.0
pure-ftpd,chatafl_opt,edges,1,114.0
pure-ftpd,chatafl_opt,edges,61,219.5
pure-ftpd,chatafl_opt,edges,121,235.0
pure-ftpd,chatafl_opt,edges,181,256.5
