run	container_id	container_name	image	fuzzer	outdir	archive_name
1	004c8c251bc44da2e2848dd181a95575c1975d5c2982caad4a31aad0794b14bd	-	live555	chatafl-opt	out-live555-chatafl_opt	out-live555-chatafl_opt_1.tar.gz
