run	container_id	container_name	image	fuzzer	outdir	archive_name
1	704c0fc813d82021f28b18e639239c37f0f461c10f0033eab0feeabaa95bdccb	-	proftpd	chatafl-opt	out-proftpd-chatafl_opt	out-proftpd-chatafl_opt_1.tar.gz
