subject,fuzzer,data_type,time,data
pure-ftpd,aflnet,nodes,0,0.0
pure-ftpd,aflnet,nodes,1,7.0
pure-ftpd,aflnet,nodes,61,19.0
pure-ftpd,aflnet,edges,0,0.0
pure-ftpd,aflnet,edges,1,12.0
pure-ftpd,aflnet,edges,61,89.0
pure-ftpd,chatafl,nodes,0,0.0
pure-ftpd,chatafl,nodes,1,20.0
pure-ftpd,chatafl,nodes,61,25.0
pure-ftpd,chatafl,edges,0,0.0
pure-ftpd,chatafl,edges,1,69.0
pure-ftpd,chatafl,edges,61,183.0
pure-ftpd,chatafl_opt,nodes,0,0.0
pure-ftpd,chatafl_opt,nodes,1,23.0
pure-ftpd,chatafl_opt,nodes,61,29.0
pure-ftpd,chatafl_opt,edges,0,0.0
pure-ftpd,chatafl_opt,edges,1,112.0
pure-ftpd,chatafl_opt,edges,61,244.0
